1 ; Teste ; 1234
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
0 ; 0 ; 0
